team_name,team_slug,player_name,player_url,player_image_thumb,jersey_number,position,roster_category,player_category,player_image,full_name,team_logo,club_slug,jersey_number_profile,profile_name,profile_height,profile_weight,profile_date_of_birth,profile_birthplace,profile_position,profile_footedness,profile_roster_category,profile_player_category,profile_pronunciation,profile_national_team,profile_player_status
Fc Cincinnati,fc-cincinnati,S. Gidi,https://www.mlssoccer.com/players/samuel-gidi,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/tbspwulvobbxo8wtfn50",Midfielder,Senior,"International, U22 Initiative",,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/tbspwulvobbxo8wtfn50.png,Samuel Gidi,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,11,Samuel  Gidi,"5' 10""",,4.15.2004 (21),"Accra,
             Ghana",Midfielder,,Senior,"International, U22 Initiative",,,
Fc Cincinnati,fc-cincinnati,T. Hadebe,https://www.mlssoccer.com/players/teenage-hadebe,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/ociqewmma7iwwlburxqw",Defender,Senior,"Designated Player, International",,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/ociqewmma7iwwlburxqw.png,Teenage Hadebe,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,15,Teenage  Hadebe,"5' 11""",163 lbs,9.17.1995 (30),"Bulawayo,
             Zimbabwe",Defender,,Senior,"Designated Player, International",,,
Fc Cincinnati,fc-cincinnati,N. Hagglund,https://www.mlssoccer.com/players/nick-hagglund,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/tzjdl7yq0q66uehv3zjs",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/tzjdl7yq0q66uehv3zjs.png,Nick Hagglund,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,4,Nick  Hagglund,"6' 0""",159 lbs,9.14.1992 (33),"Cincinnati, OH,
             USA",Defender,,Senior,,,,
Fc Cincinnati,fc-cincinnati,A. Jabbari,https://www.mlssoccer.com/players/ayoub-jabbari,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/dnqcddorrili0gpcqeyb",Forward,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/dnqcddorrili0gpcqeyb.png,Ayoub Jabbari,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,99,Ayoub  Jabbari,"6' 4""",,1.30.2000 (26),"Rabat,
             Morocco",Forward,,Senior,,,,
Fc Cincinnati,fc-cincinnati,S. Jimenez,https://www.mlssoccer.com/players/stiven-jimenez,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/zvq8qwnhyhw05gf7qvvp",Midfielder,Supplemental Slots 29-30,Homegrown,Unavailable,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/zvq8qwnhyhw05gf7qvvp.png,Stiven Jimenez,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,37,Stiven  Jimenez,"5' 8""",150 lbs,6.24.2007 (18),"unknown,
             USA",Midfielder,,Supplemental Slots 29-30,Homegrown,Steven he-MEN-ezz,,Unavailable
Fc Cincinnati,fc-cincinnati,E. Louro,https://www.mlssoccer.com/players/evan-louro,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/fphyyspndgd18w9u1ztf",Goalkeeper,Supplemental Slots 21-24,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/fphyyspndgd18w9u1ztf.png,Evan Louro,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,13,Evan  Louro,"6' 3""",225 lbs,1.19.1996 (30),"South River, NJ,
             USA",Goalkeeper,,Supplemental Slots 21-24,,LORE-oh,,
Fc Cincinnati,fc-cincinnati,K. Mboma Dem,https://www.mlssoccer.com/players/kenji-mboma-dem,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/t5zrz7rhybrblajzpsvp",Forward,Supplemental Slots 29-30,International,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/t5zrz7rhybrblajzpsvp.png,Kenji Mboma Dem,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,17,Kenji  Mboma Dem,,,1.22.2002 (24),"Mantes-la-Jolie,
             France",Forward,,Supplemental Slots 29-30,International,,,
Fc Cincinnati,fc-cincinnati,M. Miazga,https://www.mlssoccer.com/players/matt-miazga,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/b3t0xlyoelzvqyngnxnu",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/b3t0xlyoelzvqyngnxnu.png,Matt Miazga,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,21,Matt  Miazga,"6' 3""",185 lbs,7.19.1995 (30),"Clifton, NJ,
             USA",Defender,Right,Senior,,ME-AHZ-guh,,
Fc Cincinnati,fc-cincinnati,F. Mrozek,https://www.mlssoccer.com/players/fabian-mrozek,/assets/images/Fallback-Headshot.png,Goalkeeper,,,,/assets/images/Fallback-Headshot.png,player,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,93,Fabian  Mrozek,"6' 3""",190 lbs,9.28.2003 (22),"Wrocław,
             Poland",Goalkeeper,,,,,,
Fc Cincinnati,fc-cincinnati,O. Nwobodo,https://www.mlssoccer.com/players/obinna-nwobodo,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/t5misv9qoysbqymwpr1j",Midfielder,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/t5misv9qoysbqymwpr1j.png,Obinna Nwobodo,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,5,Obinna  Nwobodo,"5' 11""",143 lbs,11.29.1996 (29),"Enugu,
             Nigeria",Midfielder,both,Senior,,oh-BEAN-uh WOE-bo-doe,,
Fc Cincinnati,fc-cincinnati,A. Powell,https://www.mlssoccer.com/players/alvas-powell,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/xl1145jyut9otkrfydfi",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/xl1145jyut9otkrfydfi.png,Alvas Powell,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,2,Alvas  Powell,"6' 0""",165 lbs,7.18.1994 (31),"Danvers Pen,
             Jamaica",Defender,Right,Senior,,,,
Fc Cincinnati,fc-cincinnati,B. Ramírez,https://www.mlssoccer.com/players/bryan-ramirez,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/lp8zfemznn7cesdagxyv",Forward,Senior,International,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/lp8zfemznn7cesdagxyv.png,Bryan Ramírez,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,29,Bryan  Ramírez,,,8.11.2000 (25),"Esmeraldas,
             Ecuador",Forward,,Senior,International,,,
Fc Cincinnati,fc-cincinnati,M. Robinson,https://www.mlssoccer.com/players/miles-robinson,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/fdxxjqalbwao6ztwyuaz",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/fdxxjqalbwao6ztwyuaz.png,Miles Robinson,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,12,Miles  Robinson,"6' 2""",185 lbs,3.14.1997 (29),"Arlington, MA,
             USA",Defender,Right,Senior,,Miles Robinson,,
Fc Cincinnati,fc-cincinnati,F. Samson,https://www.mlssoccer.com/players/felix-samson,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/wakchuhncevdy9mibj9n",Defender,,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/wakchuhncevdy9mibj9n.png,Félix Samson,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,50,Félix  Samson,"6' 2""",176 lbs,10.26.2007 (18),"Greenwich, CT,
             USA",Defender,,,Homegrown,,,
Fc Cincinnati,fc-cincinnati,B. Schaefer,https://www.mlssoccer.com/players/brian-schaefer,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/x6azw0vvr1eg1p2ortc5",,Supplemental Slots 21-24,,Loaned Out,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/x6azw0vvr1eg1p2ortc5.png,Brian Schaefer,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,38,Brian  Schaefer,,,4.17.2002 (23),"unknown,
             USA",,,Supplemental Slots 21-24,,,,Loaned Out
Fc Cincinnati,fc-cincinnati,K. Smith,https://www.mlssoccer.com/players/kyle-smith,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/i27aha7fovxcruymfopu",Defender,Supplemental Slots 21-24,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/i27aha7fovxcruymfopu.png,Kyle Smith,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,24,Kyle  Smith,"5' 11""",181 lbs,1.9.1992 (34),"Cincinnati, OH,
             USA",Defender,,Supplemental Slots 21-24,,ky-el,,
Fc Cincinnati,fc-cincinnati,G. Valenzuela,https://www.mlssoccer.com/players/gerardo-valenzuela,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/qzfpr9spd1gfvfsb6nrd",Forward,Supplemental Slots 31,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/qzfpr9spd1gfvfsb6nrd.png,Gerardo Valenzuela,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,22,Gerardo  Valenzuela,"6' 0""",,9.28.2004 (21),"Boca Raton, FL,
             USA",Forward,,Supplemental Slots 31,Homegrown,,,
Fc Cincinnati,fc-cincinnati,P. Walters,https://www.mlssoccer.com/players/paul-walters,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/og4rtqlqvdhtluolir1f",Goalkeeper,Supplemental Slots 31,,Loaned Out,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/og4rtqlqvdhtluolir1f.png,Paul Walters,https://images.mlssoccer.com/image/upload/t_q-best/v1747500249/assets/logos/mls-clubs/Club_Logo-Cincinnati_jwgkps.png,fc-cincinnati,25,Paul  Walters,"6' 3""",192 lbs,4.11.2004 (21),"unknown,
             USA",Goalkeeper,,Supplemental Slots 31,,,,Loaned Out
Colorado Rapids,colorado-rapids,P. Aaronson,https://www.mlssoccer.com/players/paxten-aaronson,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/m19d2fhu4un52a7caukz",Midfielder,Senior,Designated Player,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/m19d2fhu4un52a7caukz.png,Paxten Aaronson,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,10,Paxten  Aaronson,"5' 9""",139 lbs,8.26.2003 (22),"Medford, NJ,
             USA",Midfielder,Right,Senior,Designated Player,,,
Colorado Rapids,colorado-rapids,J. Atencio,https://www.mlssoccer.com/players/josh-atencio,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/bmpnrgklyuzp0mwixd1i",Midfielder,Senior,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/bmpnrgklyuzp0mwixd1i.png,Josh Atencio,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,12,Josh  Atencio,"6' 1""",174 lbs,1.31.2002 (24),"Bellevue, WA,
             USA",Midfielder,,Senior,Homegrown,,,
Colorado Rapids,colorado-rapids,A. Beaudry,https://www.mlssoccer.com/players/adam-beaudry,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/eytwi9fcyybanje44bhj",Goalkeeper,Supplemental Slots 25-28,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/eytwi9fcyybanje44bhj.png,Adam Beaudry,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,31,Adam  Beaudry,"6' 2""",,4.18.2006 (19),"O'Fallon, MO,
             USA",Goalkeeper,,Supplemental Slots 25-28,Homegrown,,,
Colorado Rapids,colorado-rapids,R. Cannon,https://www.mlssoccer.com/players/reggie-cannon,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/bc19c2hn2jiu0jpi5ls3",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/bc19c2hn2jiu0jpi5ls3.png,Reggie Cannon,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,4,Reggie  Cannon,"5' 11""",163 lbs,6.11.1998 (27),"Chicago, IL,
             USA",Defender,,Senior,,,,
Colorado Rapids,colorado-rapids,N. Cobb,https://www.mlssoccer.com/players/noah-cobb,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/zgl7s8ygwr7mlaibguev",Defender,Supplemental Slots 21-24,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/zgl7s8ygwr7mlaibguev.png,Noah Cobb,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,24,Noah  Cobb,"6' 1""",165 lbs,7.20.2005 (20),"Chattanooga, TN,
             USA",Defender,,Supplemental Slots 21-24,Homegrown,Noah Cobb,,
Colorado Rapids,colorado-rapids,A. Fadal,https://www.mlssoccer.com/players/ali-fadal,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/e9umrw2k4vxsosm9zbdw",Midfielder,Supplemental Slots 21-24,International,Loaned Out,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/e9umrw2k4vxsosm9zbdw.png,Ali Fadal,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,15,Ali  Fadal,,,1.14.2004 (22),"Kumasi,
             Ghana",Midfielder,,Supplemental Slots 21-24,International,,,Loaned Out
Colorado Rapids,colorado-rapids,W. Frederick,https://www.mlssoccer.com/players/wayne-frederick,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/ligfwcsuwlylcf0bohik",Forward,Supplemental Slots 21-24,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/ligfwcsuwlylcf0bohik.png,Wayne Frederick,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,13,Wayne  Frederick,"6' 0""",146 lbs,6.13.2004 (21),"Cabin John, MD,
             USA",Forward,,Supplemental Slots 21-24,,,,
Colorado Rapids,colorado-rapids,N. Hansen,https://www.mlssoccer.com/players/nicolas-defreitas-hansen,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/dpvz5wwyw7dahow3sjhl",Goalkeeper,Supplemental Slots 25-28,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/dpvz5wwyw7dahow3sjhl.png,Nico Hansen,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,41,Nico  Hansen,"6' 2""",170 lbs,7.10.2001 (24),"Southwest Ranches, FL,
             USA",Goalkeeper,,Supplemental Slots 25-28,,,,
Colorado Rapids,colorado-rapids,A. Harris,https://www.mlssoccer.com/players/alex-harris-x4940,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/lhcagzrykvr5coyegp1i",Forward,Supplemental Slots 25-28,Generation adidas,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/lhcagzrykvr5coyegp1i.png,Alex Harris,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,16,Alex  Harris,"5' 11""",161 lbs,2.16.2005 (21),"Vancouver, WA,
             USA",Forward,,Supplemental Slots 25-28,Generation adidas,,,
Colorado Rapids,colorado-rapids,L. Herrington,https://www.mlssoccer.com/players/lucas-herrington,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/tkqfddw8of887yvedozw",Defender,Senior,International,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/tkqfddw8of887yvedozw.png,Lucas Herrington,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,22,Lucas  Herrington,"6' 4""",176 lbs,7.5.2007 (18),"Brisbane,
             Australia",Defender,,Senior,International,,,
Colorado Rapids,colorado-rapids,R. Holding,https://www.mlssoccer.com/players/rob-holding,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/tw2w8j4i4b9uepykdgu9",Defender,Senior,International,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/tw2w8j4i4b9uepykdgu9.png,Rob Holding,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,6,Rob  Holding,"6' 2""",179 lbs,9.20.1995 (30),"Stalybridge,
             England",Defender,,Senior,International,,,
Colorado Rapids,colorado-rapids,B. Jamison,https://www.mlssoccer.com/players/bryce-jamison,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/qjx6uzkyw82vtwqx4gqc",Midfielder,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/qjx6uzkyw82vtwqx4gqc.png,Bryce Jamison,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,18,Bryce  Jamison,"6' 0""",170 lbs,1.6.2006 (20),"Atlanta, GA,
             USA",Midfielder,,Senior,,,,
Colorado Rapids,colorado-rapids,T. Ku-Dipietro,https://www.mlssoccer.com/players/theodore-ku-dipietro,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/ydabovpe89tecxwbmmgz",Midfielder,Senior,"Homegrown, U22 Initiative",,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/ydabovpe89tecxwbmmgz.png,Ted Ku-DiPietro,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,21,Ted  Ku-Dipietro,"5' 9""",161 lbs,1.28.2002 (24),"Oakton, VA,
             USA",Midfielder,,Senior,"Homegrown, U22 Initiative",Koo-de-pee-ay-tro,,
Colorado Rapids,colorado-rapids,A. Manyoma,https://www.mlssoccer.com/players/alexis-manyoma,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/hrpxtrage7d7ketdg7by",Midfielder,Senior,"International, U22 Initiative",,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/hrpxtrage7d7ketdg7by.png,Alexis Manyoma,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,11,Alexis  Manyoma,"5' 6""",148 lbs,1.30.2003 (23),"Puerto Tejada,
             Colombia",Midfielder,,Senior,"International, U22 Initiative",,,
Colorado Rapids,colorado-rapids,I. Murphy,https://www.mlssoccer.com/players/ian-murphy,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/cebax8lz004oqsam5pcj",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/cebax8lz004oqsam5pcj.png,Ian Murphy,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,19,Ian  Murphy,"6' 2""",185 lbs,1.16.2000 (26),"Redlands, CA,
             USA",Defender,,Senior,,,,
Colorado Rapids,colorado-rapids,R. Navarro,https://www.mlssoccer.com/players/rafael-navarro,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/pia7vou5o8jjfhigbyyy",Forward,Senior,Designated Player,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/pia7vou5o8jjfhigbyyy.png,Rafael Navarro,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,9,Rafael  Navarro,"6' 0""",185 lbs,4.14.2000 (25),"Cabo Frio,
             Brazil",Forward,Right,Senior,Designated Player,,,
Colorado Rapids,colorado-rapids,M. Navarro,https://www.mlssoccer.com/players/miguel-angel-navarro,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/ztkrf2u9plvpsfvfxrfq",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/ztkrf2u9plvpsfvfxrfq.png,Miguel Navarro,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,29,Miguel Angel Navarro,"5' 9""",154 lbs,2.26.1999 (27),"Maracaibo, Zulia,
             Venezuela",Defender,Left,Senior,,,,
Colorado Rapids,colorado-rapids,H. Ojediran,https://www.mlssoccer.com/players/hamzat-ojediran,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/nyane0n3ux392kjzgqme",Midfielder,Senior,International,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/nyane0n3ux392kjzgqme.png,Hamzat Ojediran,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,8,Hamzat  Ojediran,,,11.14.2003 (22),"Lagos,
             Nigeria",Midfielder,,Senior,International,,,
Colorado Rapids,colorado-rapids,D. Phillip,https://www.mlssoccer.com/players/donavan-phillip,/assets/images/Fallback-Headshot.png,Forward,Supplemental Slots 25-28,International,Loaned Out,/assets/images/Fallback-Headshot.png,player,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,32,Donavan  Phillip,"6' 2""",190 lbs,1.4.2005 (21),"Castries,
             Saint Lucia",Forward,,Supplemental Slots 25-28,International,,,Loaned Out
Colorado Rapids,colorado-rapids,C. Ronan,https://www.mlssoccer.com/players/connor-ronan,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/wpg9gqzk8psqfsjo2lzu",Midfielder,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/wpg9gqzk8psqfsjo2lzu.png,Connor Ronan,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,20,Connor  Ronan,"5' 7""",154 lbs,3.6.1998 (28),"Rochdale,
             England",Midfielder,,Senior,,ROH-nan,,
Colorado Rapids,colorado-rapids,K. Rosenberry,https://www.mlssoccer.com/players/keegan-rosenberry,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/izoo7nmicivhyetnfogc",Defender,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/izoo7nmicivhyetnfogc.png,Keegan Rosenberry,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,2,Keegan  Rosenberry,"5' 8""",161 lbs,12.11.1993 (32),"Harrisburg, PA,
             USA",Defender,Right,Senior,,KEE-guhn ROH-zuhn-ber-ee,,
Colorado Rapids,colorado-rapids,D. Sealy,https://www.mlssoccer.com/players/dante-sealy,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/uqdw8fk92q8zzj8eja2g",Forward,Senior,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/uqdw8fk92q8zzj8eja2g.png,Dante Sealy,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,7,Dante  Sealy,"5' 10""",176 lbs,4.17.2003 (22),"Brooklyn, NY,
             USA",Forward,Left,Senior,Homegrown,Seal-LEE,,
Colorado Rapids,colorado-rapids,Z. Steffen,https://www.mlssoccer.com/players/zack-steffen,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/xb5yxt9onm9hauolkihh",Goalkeeper,Senior,,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/xb5yxt9onm9hauolkihh.png,Zack Steffen,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,1,Zack  Steffen,"6' 3""",190 lbs,4.2.1995 (30),"Coatesville, PA,
             USA",Goalkeeper,Right,Senior,,,,
Colorado Rapids,colorado-rapids,K. Stewart-Baynes,https://www.mlssoccer.com/players/kimani-stewart-baynes,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/itopfrpyjrt0060meoyb",Forward,Supplemental Slots 21-24,Generation adidas,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/itopfrpyjrt0060meoyb.png,Kimani Stewart-Baynes,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,27,Kimani  Stewart-Baynes,"5' 9""",,1.17.2005 (21),"Kingstown,
             Saint Vincent and the Grenadines",Forward,,Supplemental Slots 21-24,Generation adidas,,,
Colorado Rapids,colorado-rapids,J. Travis,https://www.mlssoccer.com/players/jackson-travis,"https://images.mlssoccer.com/image/private/w_60,c_scale/f_auto/mls/rdhxxsvnsc2pdazzpqcg",Defender,Supplemental Slots 29-30,Homegrown,,https://images.mlssoccer.com/image/private/t_thumb_squared/f_png/mls/rdhxxsvnsc2pdazzpqcg.png,Jackson Travis,https://images.mlssoccer.com/image/upload/t_q-best/v1747500322/assets/logos/mls-clubs/Club_Logo-Colorado_n5kpss.png,colorado-rapids,99,Jackson  Travis,,,2.23.2004 (22),"unknown,
             USA",Defender,,Supplemental Slots 29-30,Homegrown,,,
